name,ranked,genre,theme,status,episodes,duration,start_date,end_date,favorites
Rurouni Kenshin: Meiji Kenkaku Romantan,254,Action,Historical,Finished,94.0,25,Apr;12;2023,Sep;8;1998,9.852
Shinsekai yori,255,Drama,,Finished,25.0,22,Apr;12;2023,Mar;23;2013,21.698
Steins;Gate: Oukoubakko no Poriomania,256,Comedy,,Finished,1.0,24,Apr;12;2023,;,790.0
Tenki no Ko,257,Award,,Finished,1.0,1,Apr;12;2023,;,11.492
Ashita no Joe,258,Drama,,Finished,79.0,25,Apr;12;2023,Sep;29;1971,1.832
Beck,259,Comedy,,Finished,26.0,25,Apr;12;2023,Mar;31;2005,8.065
Doukyuusei (Movie),260,Boys,,Finished,1.0,1,Apr;12;2023,;,5.86
Dr. Stone,261,Adventure,Survival,Finished,24.0,24,Apr;12;2023,Dec;13;2019,26.443
Gintama: Shinyaku Benizakura-hen,263,Action,Historical,Finished,1.0,11,Apr;12;2023,;,51.0
Hotarubi no Mori e,264,Award,,Finished,1.0,45,Apr;12;2023,;,9.983
86,265,Action,Mecha,Finished,11.0,23,Apr;12;2023,Jun;20;2021,16.376
Fate/Zero,266,Action,,Finished,13.0,28,Apr;12;2023,Dec;25;2011,32.958
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,267,Drama,Adult,Finished,12.0,25,Apr;12;2023,May;13;2022,108.0
Initial D Final Stage,268,,,Finished,4.0,27,Apr;12;2023,Jun;22;2014,868.0
Ramayana: The Legend of Prince Rama,269,,,Finished,1.0,2,Apr;12;2023,;,149.0
Redline,270,Action,Adult,Finished,1.0,1,Apr;12;2023,;,5.258
Shirobako,271,Award,Adult,Finished,24.0,24,Apr;12;2023,Mar;26;2015,6.179
Tokyo Godfathers,272,Award,,Finished,1.0,1,Apr;12;2023,;,2.398
Tsubasa: Tokyo Revelations,273,Action,,Finished,3.0,30,Apr;12;2023,Mar;17;2008,829.0
World Trigger 3rd Season,274,Action,,Finished,14.0,23,Apr;12;2023,Jan;23;2022,1.023
Yuru Camp△,275,,CGDCT,Finished,12.0,23,Apr;12;2023,Mar;22;2018,10.368
Yuukoku no Moriarty Part 2,276,Mystery,Adult,Finished,13.0,23,Apr;12;2023,Jun;27;2021,2.822
Gin no Saji 2nd Season,277,,,Finished,11.0,24,Apr;12;2023,Mar;28;2014,648.0
Golden Kamuy 4th Season,278,Action,Adult,Currently,13.0,23,Apr;12;2023,?;,445.0
Gyakkyou Burai Kaiji: Ultimate Survivor,279,,Adult,Finished,26.0,23,Apr;12;2023,Apr;2;2008,9.644
Kono Subarashii Sekai ni Shukufuku wo! 2,280,Adventure,Isekai,Finished,10.0,23,Apr;12;2023,Mar;16;2017,11.662
Koukaku Kidoutai,281,Action,Adult,Finished,1.0,1,Apr;12;2023,;,12.156
Nodame Cantabile,282,Comedy,Adult,Finished,23.0,22,Apr;12;2023,Jun;15;2007,4.902
Stranger: Mukou Hadan,283,Action,Historical,Finished,1.0,1,Apr;12;2023,;,2.909
Naruto: Shippuuden,284,Action,,Finished,500.0,23,Apr;12;2023,Mar;23;2017,106.348
Planetes,285,Award,Adult,Finished,26.0,25,Apr;12;2023,Apr;17;2004,3.818
Space☆Dandy 2nd Season,286,Comedy,Adult,Finished,13.0,24,Apr;12;2023,Sep;25;2014,1.795
Tenkuu no Shiro Laputa,287,Adventure,,Finished,1.0,2,Apr;12;2023,;,3.98
Bakemono no Ko,288,Adventure,Anthropomorphic,Finished,1.0,1,Apr;12;2023,;,3.102
Diamond no Ace: Act II,289,,School,Finished,52.0,24,Apr;12;2023,Mar;31;2020,923.0
Hajime no Ippo: Champion Road,290,,,Finished,1.0,1,Apr;12;2023,;,209.0
Holo no Graffiti,296,,,Currently,,1,Apr;12;2023,?;,1.799
Hunter x Hunter: Greed Island Final,291,Action,,Finished,14.0,24,Apr;12;2023,Aug;18;2004,233.0
Ao Ashi,292,,,Finished,24.0,24,Apr;12;2023,Sep;24;2022,2.724
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,293,Action,,Finished,11.0,24,Apr;12;2023,Mar;18;2023,1.043
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,294,Drama,Adult,Finished,4.0,25,Apr;12;2023,;,89.0
Gyakkyou Burai Kaiji: Hakairoku-hen,295,,Adult,Finished,26.0,24,Apr;12;2023,Sep;28;2011,2.599
Tonari no Totoro,297,Adventure,,Finished,1.0,1,Apr;12;2023,;,7.842
Kuroshitsuji Movie: Book of the Atlantic,298,Action,Historical,Finished,1.0,1,Apr;12;2023,;,1.374
Non Non Biyori Movie: Vacation,299,,CGDCT,Finished,1.0,1,Apr;12;2023,;,205.0
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,300,Drama,,Finished,13.0,24,Apr;12;2023,Dec;27;2018,44.465
Sennen Joyuu,301,Action,Historical,Finished,1.0,1,Apr;12;2023,;,2.441
Sono Bisque Doll wa Koi wo Suru,302,,Otaku,Finished,12.0,23,Apr;12;2023,Mar;27;2022,18.427
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,303,Sci-Fi,,Finished,1.0,24,Apr;12;2023,;,390.0
Nodame Cantabile: Finale,304,Comedy,Adult,Finished,11.0,22,Apr;12;2023,Mar;26;2010,409.0
Re:Zero kara Hajimeru Isekai Seikatsu,305,Drama,Isekai,Finished,25.0,25,Apr;12;2023,Sep;19;2016,64.154
Sasaki to Miyano,306,,Otaku,Finished,12.0,23,Apr;12;2023,Mar;28;2022,4.178
Danshi Koukousei no Nichijou,307,,Gag,Finished,12.0,24,Apr;12;2023,Mar;27;2012,13.75
Detective Conan: Episode One - The Great Detective Turned Small,308,Adventure,,Finished,1.0,1,Apr;12;2023,;,59.0
Dororo,309,Action,Historical,Finished,24.0,24,Apr;12;2023,Jun;24;2019,19.175
Golden Kamuy 2nd Season,310,Action,Adult,Finished,12.0,23,Apr;12;2023,Dec;24;2018,896.0
Youjo Senki Movie,311,Action,Isekai,Finished,1.0,1,Apr;12;2023,;,1.002
Kotarou wa Hitorigurashi,312,Comedy,,Finished,10.0,27,Apr;12;2023,;,1.762
Major S3,313,,,Finished,26.0,25,Apr;12;2023,Jun;30;2007,350.0
One Piece Movie 14: Stampede,314,Action,,Finished,1.0,1,Apr;12;2023,;,633.0
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,315,Drama,Adult,Finished,12.0,25,Apr;12;2023,Nov;25;2022,49.0
Great Pretender,316,Action,,Finished,23.0,23,Apr;12;2023,Dec;17;2020,9.369
Hajime no Ippo: Mashiba vs. Kimura,317,,,Finished,1.0,1,Apr;12;2023,;,168.0
Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season,318,Action,Mecha,Finished,25.0,24,Apr;12;2023,Apr;2;2017,1.543
Bungou Stray Dogs 3rd Season,319,Action,Adult,Finished,12.0,23,Apr;12;2023,Jun;28;2019,4.803
Fruits Basket 1st Season,320,Drama,Love,Finished,25.0,23,Apr;12;2023,Sep;21;2019,14.779
Trigun,321,Action,,Finished,26.0,24,Apr;12;2023,Sep;30;1998,14.751
Wu Liuqi: Zui Qiang Fa Xing Shi,341,Action,Martial,Finished,10.0,16,Apr;12;2023,Jan;1;2020,489.0
Kono Sekai no Katasumi ni,323,Award,,Finished,1.0,2,Apr;12;2023,;,1.459
Kuroko no Basket 2nd Season,324,,School,Finished,25.0,24,Apr;12;2023,Mar;30;2014,4.313
Magi: The Kingdom of Magic,325,Action,,Finished,25.0,25,Apr;12;2023,Mar;30;2014,7.577
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,326,Drama,Mahou,Finished,1.0,2,Apr;12;2023,;,907.0
Majo no Takkyuubin,327,Adventure,,Finished,1.0,1,Apr;12;2023,;,5.243
Major S1,328,,,Finished,26.0,25,Apr;12;2023,May;21;2005,1.366
Mimi wo Sumaseba,329,Drama,,Finished,1.0,1,Apr;12;2023,;,4.569
Ookami to Koushinryou,330,Adventure,,Finished,13.0,24,Apr;12;2023,Mar;26;2008,17.461
SKET Dance,331,,,Finished,77.0,24,Apr;12;2023,Sep;27;2012,3.17
Lycoris Recoil,332,,,Finished,13.0,24,Apr;12;2023,Sep;24;2022,6.853
ReLIFE: Kanketsu-hen,333,Drama,,Finished,4.0,23,Apr;12;2023,;,1.706
Tanoshii Muumin Ikka,334,Adventure,,Finished,78.0,24,Apr;12;2023,Oct;3;1991,654.0
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,335,Award,,Finished,1.0,1,Apr;12;2023,;,437.0
Detective Conan Movie 13: The Raven Chaser,336,Action,,Finished,1.0,1,Apr;12;2023,;,78.0
Hachimitsu to Clover II,337,Drama,Adult,Finished,12.0,23,Apr;12;2023,Sep;15;2006,954.0
IDOLiSH7 Third Beat!,338,,Idols,Finished,13.0,24,Apr;12;2023,Sep;26;2021,331.0
Kaguya-hime no Monogatari,339,Award,,Finished,1.0,2,Apr;12;2023,;,2.388
Kamisama Hajimemashita◎,340,Comedy,,Finished,12.0,23,Apr;12;2023,Mar;31;2015,2.824
xxxHOLiC◆Kei,322,Comedy,,Finished,13.0,24,Apr;12;2023,Jun;27;2008,586.0
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,342,Comedy,Love,Finished,13.0,24,Apr;12;2023,Jun;26;2015,15.676
Vanitas no Karte Part 2,343,Action,Historical,Finished,12.0,23,Apr;12;2023,Apr;2;2022,2.494
xxxHOLiC Rou,344,Mystery,,Finished,2.0,35,Apr;12;2023,Mar;9;2011,179.0
Major S2,345,,,Finished,26.0,25,Apr;12;2023,Jun;10;2006,307.0
No Game No Life: Zero,346,Drama,,Finished,1.0,1,Apr;12;2023,;,7.499
Nomad: Megalo Box 2,347,Sci-Fi,,Finished,13.0,24,Apr;12;2023,Jun;27;2021,1.981
Quanzhi Gaoshou Specials,348,,,Finished,3.0,27,Apr;12;2023,May;11;2018,351.0
Saiki Kusuo no Ψ-nan: Kanketsu-hen,349,Comedy,Gag,Finished,1.0,47,Apr;12;2023,;,357.0
Shoujo Shuumatsu Ryokou,350,Adventure,,Finished,12.0,23,Apr;12;2023,Dec;22;2017,6.363
Berserk: Ougon Jidai-hen III - Kourin,351,Action,Gore,Finished,1.0,1,Apr;12;2023,;,1.542
Horimiya,352,,,Finished,13.0,23,Apr;12;2023,Apr;4;2021,31.129
InuYasha: Kanketsu-hen,353,Action,Historical,Finished,26.0,24,Apr;12;2023,Mar;30;2010,2.094
JoJo no Kimyou na Bouken Part 6: Stone Ocean,354,Action,,Finished,12.0,24,Apr;12;2023,;,6.74
Asobi Asobase,355,,Gag,Finished,12.0,23,Apr;12;2023,Sep;23;2018,6.143
Bakuman.,356,Comedy,,Finished,25.0,24,Apr;12;2023,Apr;2;2011,9.319
Bungou Stray Dogs 2nd Season,357,Action,Adult,Finished,12.0,23,Apr;12;2023,Dec;16;2016,6.561
Chihayafuru,358,Drama,Love,Finished,25.0,22,Apr;12;2023,Mar;28;2012,7.637
Fate/stay night: Unlimited Blade Works,359,Action,,Finished,12.0,28,Apr;12;2023,Dec;28;2014,15.948
Haikyuu!! Movie 4: Concept no Tatakai,360,,School,Finished,1.0,1,Apr;12;2023,;,73.0
Yojouhan Time Machine Blues,361,Comedy,Psychological,Finished,6.0,20,Apr;12;2023,Oct;12;2022,192.0
Yoru wa Mijikashi Arukeyo Otome,362,Comedy,,Finished,1.0,1,Apr;12;2023,;,1.603
Little Busters! Refrain,363,Comedy,,Finished,13.0,24,Apr;12;2023,Dec;28;2013,2.067
Liz to Aoi Tori,364,Award,Music,Finished,1.0,1,Apr;12;2023,;,2.357
Maison Ikkoku,365,Comedy,,Finished,96.0,25,Apr;12;2023,Mar;2;1988,1.595
Major S4,366,,,Finished,26.0,24,Apr;12;2023,Jun;28;2008,196.0
One Piece: Episode of Merry - Mou Hitori no Nakama no Monogatari,367,Action,,Finished,1.0,1,Apr;12;2023,;,74.0
Paripi Koumei,368,,Adult,Finished,12.0,23,Apr;12;2023,Jun;21;2022,2.395
Senki Zesshou Symphogear XV,369,Action,Idols,Finished,13.0,23,Apr;12;2023,Sep;29;2019,844.0
Shoujo Kakumei Utena,370,Award,Mahou,Finished,39.0,23,Apr;12;2023,Dec;24;1997,7.754
Stand By Me Doraemon 2,371,Comedy,,Finished,1.0,1,Apr;12;2023,;,104.0
Luo Xiao Hei Zhan Ji (Movie),372,Adventure,,Finished,1.0,1,Apr;12;2023,;,314.0
Non Non Biyori Repeat,373,,CGDCT,Finished,12.0,23,Apr;12;2023,Sep;22;2015,1.279
Toaru Kagaku no Railgun T,374,Action,,Finished,25.0,24,Apr;12;2023,Sep;25;2020,3.199
Ballroom e Youkoso,375,,,Finished,24.0,24,Apr;12;2023,Dec;17;2017,3.39
Buddy Daddies,376,Action,Childcare,Finished,12.0,24,Apr;12;2023,Apr;1;2023,1.865
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,377,Action,,Finished,1.0,2,Apr;12;2023,;,2.449
Girls & Panzer Movie,378,Action,Military,Finished,1.0,2,Apr;12;2023,;,1.307
Higurashi no Naku Koro ni Kai,379,Mystery,Gore,Finished,24.0,24,Apr;12;2023,Dec;18;2007,7.216
Hunter x Hunter: Greed Island,380,Action,,Finished,8.0,22,Apr;12;2023,Apr;16;2003,280.0
Aria the Natural,381,Fantasy,,Finished,26.0,24,Apr;12;2023,Sep;25;2006,796.0
Black Lagoon: The Second Barrage,382,,Adult,Finished,12.0,23,Apr;12;2023,Dec;19;2006,2.954
Detective Conan,383,Adventure,,Currently,,25,Apr;12;2023,?;,13.758
Detective Conan Movie 20: The Darkest Nightmare,384,Action,,Finished,1.0,1,Apr;12;2023,;,99.0
Digimon Adventure: Last Evolution Kizuna,385,Action,,Finished,1.0,1,Apr;12;2023,;,281.0
Dr. Stone: Stone Wars,386,Adventure,Survival,Finished,11.0,24,Apr;12;2023,Mar;25;2021,7.04
Girls & Panzer: Saishuushou Part 3,387,,Military,Finished,1.0,47,Apr;12;2023,;,97.0
K-On!!,388,Award,CGDCT,Finished,26.0,24,Apr;12;2023,Sep;29;2010,14.167
Akira,389,Action,Gore,Finished,1.0,2,Apr;12;2023,;,12.74
Cardcaptor Sakura,390,Adventure,Mahou,Finished,70.0,25,Apr;12;2023,Mar;21;2000,12.614
Death Parade,391,Drama,Adult,Finished,12.0,23,Apr;12;2023,Mar;28;2015,27.236
Dragon Ball Super: Broly,392,Action,Martial,Finished,1.0,1,Apr;12;2023,;,2.774
Dragon Ball Z,393,Action,Martial,Finished,291.0,24,Apr;12;2023,Jan;31;1996,35.74
Initial D Fourth Stage,395,Action,,Finished,24.0,27,Apr;12;2023,Feb;18;2006,1.225
Initial D Second Stage,396,Action,,Finished,13.0,23,Apr;12;2023,Jan;21;2000,978.0
Major: Message,398,,,Finished,1.0,24,Apr;12;2023,;,60.0
Noragami Aragoto,399,Action,,Finished,13.0,24,Apr;12;2023,Dec;26;2015,11.381
Ouran Koukou Host Club,400,Comedy,Crossdressing,Finished,26.0,23,Apr;12;2023,Sep;27;2006,32.93
Shokugeki no Souma,401,Gourmet,,Finished,24.0,25,Apr;12;2023,Sep;26;2015,23.389
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,402,Action,,Finished,1.0,1,Apr;12;2023,;,392.0
Yuukoku no Moriarty,403,Mystery,Adult,Finished,11.0,23,Apr;12;2023,Dec;20;2020,6.323
Working!!! Lord of the Takanashi,404,Comedy,,Finished,1.0,49,Apr;12;2023,;,210.0
Eiga Daisuki Pompo-san,394,Comedy,,Finished,1.0,1,Apr;12;2023,;,320.0
Given: Uragawa no Sonzai,405,Boys,Music,Finished,1.0,22,Apr;12;2023,;,712.0
IDOLiSH7 Second Beat!,406,,Idols,Finished,15.0,24,Apr;12;2023,Dec;27;2020,368.0
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,407,,,Finished,1.0,9,Apr;12;2023,;,79.0
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",408,Comedy,,Finished,1.0,12,Apr;12;2023,;,180.0
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,409,Action,,Finished,1.0,1,Apr;12;2023,;,1.024
Lupin III: Cagliostro no Shiro,410,Action,,Finished,1.0,1,Apr;12;2023,;,1.268
Made in Abyss Movie 1: Tabidachi no Yoake,397,Adventure,Gore,Finished,1.0,1,Apr;12;2023,;,196.0
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,411,Drama,Iyashikei,Finished,1.0,51,Apr;12;2023,;,98.0
Lupin III: Part 5,412,Action,,Finished,24.0,22,Apr;12;2023,Sep;19;2018,376.0
Nisemonogatari,414,Comedy,,Finished,11.0,25,Apr;12;2023,Mar;18;2012,3.846
Nodame Cantabile: Paris-hen,415,Comedy,Adult,Finished,11.0,23,Apr;12;2023,Dec;19;2008,281.0
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,416,,CGDCT,Finished,1.0,22,Apr;12;2023,;,23.0
One Piece Film: Z,417,Action,,Finished,1.0,1,Apr;12;2023,;,588.0
Seirei no Moribito,418,Action,,Finished,26.0,25,Apr;12;2023,Sep;29;2007,2.646
Tensei shitara Slime Datta Ken,419,Action,Isekai,Finished,24.0,23,Apr;12;2023,Mar;19;2019,27.293
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,420,Drama,Psychological,Finished,13.0,23,Apr;12;2023,Sep;26;2022,7.17
Black Clover,421,Action,,Finished,170.0,23,Apr;12;2023,Mar;30;2021,42.796
Gankutsuou,422,Award,,Finished,24.0,24,Apr;12;2023,Mar;30;2005,3.779
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,423,Drama,Adult,Finished,4.0,25,Apr;12;2023,;,41.0
Given Movie,424,Boys,,Finished,1.0,59,Apr;12;2023,;,1.525
Hinamatsuri (TV),425,Comedy,Childcare,Finished,12.0,23,Apr;12;2023,Jun;22;2018,4.268
Kaiba,426,Adventure,,Finished,12.0,24,Apr;12;2023,Jul;25;2008,3.503
Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,427,Adventure,,Finished,1.0,1,Apr;12;2023,;,119.0
Eizouken ni wa Te wo Dasu na!,428,Adventure,Otaku,Finished,12.0,25,Apr;12;2023,Mar;23;2020,3.849
Haikyuu!! Movie 3: Sainou to Sense,429,,School,Finished,1.0,1,Apr;12;2023,;,93.0
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,430,Adventure,Adult,Finished,1.0,1,Apr;12;2023,;,918.0
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,431,Action,,Finished,12.0,24,Apr;12;2023,;,831.0
Katekyo Hitman Reborn!,432,Action,Organized,Finished,203.0,24,Apr;12;2023,Sep;25;2010,15.78
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,433,Action,,Finished,1.0,2,Apr;12;2023,;,190.0
Mahoutsukai no Yome Season 2,413,Drama,,Currently,12.0,24,Apr;12;2023,?;,597.0
Princess Tutu,434,Comedy,Mahou,Finished,38.0,16,Apr;12;2023,May;23;2003,4.734
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,435,Action,,Finished,1.0,1,Apr;12;2023,;,83.0
Toki wo Kakeru Shoujo,436,Award,School,Finished,1.0,1,Apr;12;2023,;,5.735
Boku no Hero Academia 2nd Season,437,,School,Finished,25.0,23,Apr;12;2023,Sep;30;2017,17.15
Detective Conan Movie 05: Countdown to Heaven,438,Adventure,,Finished,1.0,1,Apr;12;2023,;,53.0
Detective Conan Movie 14: The Lost Ship in the Sky,439,Action,,Finished,1.0,1,Apr;12;2023,;,57.0
Ginga Eiyuu Densetsu Gaiden,440,Action,Military,Finished,24.0,26,Apr;12;2023,Sep;26;1998,68.0
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,441,Action,Gag,Finished,1.0,24,Apr;12;2023,;,69.0
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,442,Action,Mecha,Finished,13.0,25,Apr;12;2023,Aug;12;2019,98.0
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,443,Comedy,,Finished,1.0,1,Apr;12;2023,;,1.522
Detroit Metal City,444,,Gag,Finished,12.0,14,Apr;12;2023,Oct;28;2008,3.215
Diamond no Ace,445,,School,Finished,75.0,24,Apr;12;2023,Mar;29;2015,4.456
Durarara!!,446,Action,,Finished,24.0,24,Apr;12;2023,Jun;25;2010,29.695
Fullmetal Alchemist,447,Action,,Finished,51.0,24,Apr;12;2023,Oct;2;2004,25.369
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,448,Action,Gag,Finished,1.0,12,Apr;12;2023,;,34.0
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,449,,Isekai,Finished,12.0,23,Apr;12;2023,Jun;21;2020,766.0
Kaze Tachinu,450,Award,,Finished,1.0,2,Apr;12;2023,;,3.009
Kidou Senshi Gundam 00,451,Action,Mecha,Finished,25.0,24,Apr;12;2023,Mar;29;2008,4.388
Kono Subarashii Sekai ni Shukufuku wo!,452,Adventure,Isekai,Finished,10.0,23,Apr;12;2023,Mar;17;2016,43.179
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,453,Award,Adult,Finished,1.0,1,Apr;12;2023,;,239.0
Kuragehime,454,,Crossdressing,Finished,11.0,22,Apr;12;2023,Dec;31;2010,4.433
Mahoutsukai no Yome: Hoshi Matsu Hito,455,Drama,,Finished,3.0,23,Apr;12;2023,Sep;9;2017,699.0
Saiki Kusuo no Ψ-nan: Ψ-shidou-hen,456,Comedy,Gag,Finished,6.0,22,Apr;12;2023,;,434.0
Tamayura: Sotsugyou Shashin Part 4 - Ashita,457,Comedy,CGDCT,Finished,1.0,57,Apr;12;2023,;,75.0
Kuroko no Basket: Saikou no Present desu,458,,School,Finished,1.0,23,Apr;12;2023,;,198.0
Mirai Shounen Conan,459,Adventure,,Finished,26.0,29,Apr;12;2023,Oct;31;1978,552.0
Overlord IV,460,Action,,Finished,13.0,23,Apr;12;2023,Sep;27;2022,6.566
Akatsuki no Yona OVA,461,Action,,Finished,3.0,23,Apr;12;2023,Dec;20;2016,359.0
Baccano! Specials,462,Action,Historical,Finished,3.0,28,Apr;12;2023,May;28;2008,299.0
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,463,Action,,Finished,24.0,24,Apr;12;2023,Sep;13;2014,20.89
Kidou Senshi Gundam Unicorn,464,Action,Mecha,Finished,7.0,1,Apr;12;2023,Jun;6;2014,1.539
Tsubasa: Shunraiki,465,Action,,Finished,2.0,29,Apr;12;2023,May;15;2009,251.0
Tsukimonogatari,466,Comedy,,Finished,4.0,26,Apr;12;2023,;,941.0
Zankyou no Terror,467,Mystery,,Finished,11.0,22,Apr;12;2023,Sep;26;2014,21.323
Tonikaku Kawaii: SNS,468,Comedy,,Finished,1.0,23,Apr;12;2023,;,714.0
Toradora!,469,Drama,Love,Finished,25.0,23,Apr;12;2023,Mar;26;2009,55.363
Uchouten Kazoku 2,470,Comedy,,Finished,12.0,23,Apr;12;2023,Jun;25;2017,299.0
"Komi-san wa, Comyushou desu. 2nd Season",471,,Romantic,Finished,12.0,23,Apr;12;2023,Jun;23;2022,3.681
No Game No Life,472,Comedy,Isekai,Finished,12.0,23,Apr;12;2023,Jun;25;2014,47.272
One Piece Film: Strong World,473,Action,,Finished,1.0,1,Apr;12;2023,;,447.0
Romantic Killer,474,Comedy,Parody,Finished,12.0,26,Apr;12;2023,;,1.988
Saint Seiya: The Lost Canvas - Meiou Shinwa 2,475,Action,Martial,Finished,13.0,24,Apr;12;2023,Jul;20;2011,309.0
Sakura-sou no Pet na Kanojo,476,Drama,School,Finished,24.0,23,Apr;12;2023,Mar;26;2013,26.029
Shokugeki no Souma: Ni no Sara,477,Gourmet,,Finished,13.0,24,Apr;12;2023,Sep;24;2016,3.052
Stand By Me Doraemon,478,Comedy,,Finished,1.0,1,Apr;12;2023,;,201.0
Ansatsu Kyoushitsu,479,Action,,Finished,22.0,23,Apr;12;2023,Jun;20;2015,28.457
Gin no Saji,480,,,Finished,11.0,23,Apr;12;2023,Sep;20;2013,2.807
Hajime no Ippo: Boxer no Kobushi,481,,,Finished,1.0,23,Apr;12;2023,;,68.0
Initial D Fifth Stage,482,Action,,Finished,14.0,27,Apr;12;2023,May;10;2013,708.0
Kamisama Hajimemashita,483,Comedy,,Finished,13.0,24,Apr;12;2023,Dec;25;2012,14.214
Kanata no Astra,484,Adventure,Space,Finished,12.0,28,Apr;12;2023,Sep;18;2019,3.015
5-toubun no Hanayome ∬,485,Comedy,Harem,Finished,12.0,24,Apr;12;2023,Mar;26;2021,11.251
Fumetsu no Anata e Season 2,486,Adventure,,Finished,20.0,25,Apr;12;2023,Mar;12;2023,1.364
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,487,Action,Adult,Finished,1.0,1,Apr;12;2023,;,55.0
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,488,Action,Historical,Finished,1.0,32,Apr;12;2023,;,71.0
Hikaru no Go,489,Comedy,School,Finished,75.0,23,Apr;12;2023,Mar;26;2003,2.32
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,490,,Isekai,Finished,10.0,23,Apr;12;2023,Jun;14;2022,827.0
Hyouka,491,Mystery,,Finished,22.0,25,Apr;12;2023,Sep;17;2012,26.116
Kidou Senshi Gundam 00 Second Season,492,Action,Mecha,Finished,25.0,24,Apr;12;2023,Mar;29;2009,1.354
Tsurune: Tsunagari no Issha,493,,,Finished,13.0,23,Apr;12;2023,Mar;30;2023,286.0
Kuroko no Basket Movie 4: Last Game,494,,School,Finished,1.0,1,Apr;12;2023,;,1.015
Serial Experiments Lain,495,Avant,,Finished,13.0,23,Apr;12;2023,Sep;28;1998,25.019
Skip Beat!,496,Comedy,Love,Finished,25.0,24,Apr;12;2023,Mar;30;2009,5.088
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,497,Action,Adult,Finished,1.0,2,Apr;12;2023,;,55.0
Kuroko no Basket,498,,School,Finished,25.0,24,Apr;12;2023,Sep;22;2012,20.581
Kuroshitsuji: Book of Circus,499,Action,Historical,Finished,10.0,24,Apr;12;2023,Sep;12;2014,3.482
Darker than Black: Kuro no Keiyakusha,501,Action,,Finished,25.0,24,Apr;12;2023,Sep;28;2007,16.342
